cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_comercio
448;2003;2003m04;Barra Mansa;3300407;Interior;7
449;2003;2003m04;Valença;3306107;Interior;1
450;2003;2003m04;Rio das Flores;3304508;Interior;0
451;2003;2003m04;Volta Redonda;3306305;Interior;22
452;2003;2003m04;"Piraí;Pinheiral";9999988;Interior;1
453;2003;2003m04;Vassouras;3306206;Interior;1
454;2003;2003m04;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
455;2003;2003m04;Mendes;3302809;Interior;0
456;2003;2003m04;Engenheiro Paulo de Frontin;3301801;Interior;0
457;2003;2003m04;Itatiaia;3302254;Interior;3
458;2003;2003m04;"Porto Real;Quatis";9999992;Interior;0
459;2003;2003m04;São José do Vale do Rio Preto;3305158;Interior;0
460;2003;2003m04;Petrópolis;3303906;Interior;5
461;2003;2003m04;Petrópolis;3303906;Interior;2
462;2003;2003m04;Paraíba do Sul;3303708;Interior;2
463;2003;2003m04;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;5
464;2003;2003m04;Sapucaia;3305406;Interior;1
465;2003;2003m04;Teresópolis;3305802;Interior;4
466;2003;2003m04;Sumidouro;3305703;Interior;0
467;2003;2003m04;Carmo;3301207;Interior;0
468;2003;2003m04;Araruama;3300209;Interior;0
469;2003;2003m04;Rio Bonito;3304300;Interior;3
470;2003;2003m04;Silva Jardim;3305604;Interior;1
471;2003;2003m04;Casimiro de Abreu;3301306;Interior;1
472;2003;2003m04;Conceição de Macabú;3301405;Interior;2
473;2003;2003m04;"Macaé;Quissamã;Carapebus";9999984;Interior;6
474;2003;2003m04;Saquarema;3305505;Interior;0
475;2003;2003m04;São Pedro da Aldeia;3305208;Interior;2
476;2003;2003m04;"Cabo Frio;Arraial do Cabo";9999985;Interior;10
477;2003;2003m04;Armação dos Búzios;3300233;Interior;2
478;2003;2003m04;Rio das Ostras;3304524;Interior;1
479;2003;2003m04;Iguaba Grande;3301876;Interior;0
480;2003;2003m04;Campos dos Goytacazes;3301009;Interior;11
481;2003;2003m04;Itaocara;3302106;Interior;0
482;2003;2003m04;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
483;2003;2003m04;Miracema;3303005;Interior;0
484;2003;2003m04;Laje do Muriaé;3302304;Interior;0
485;2003;2003m04;Porciúncula;3304102;Interior;0
486;2003;2003m04;"Natividade;Varre-Sai";9999997;Interior;0
487;2003;2003m04;São Fidélis;3304805;Interior;1
488;2003;2003m04;Cambuci;3300902;Interior;0
489;2003;2003m04;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;1
490;2003;2003m04;Bom Jesus de Itabapoana;3300605;Interior;0
491;2003;2003m04;São João da Barra;3305000;Interior;0
492;2003;2003m04;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;9
493;2003;2003m04;Nova Friburgo;3303401;Interior;3
494;2003;2003m04;Duas Barras;3301603;Interior;0
495;2003;2003m04;Cantagalo;3301108;Interior;0
496;2003;2003m04;"Cordeiro;Macuco";9999998;Interior;0
497;2003;2003m04;São Sebastião do Alto;3305307;Interior;0
498;2003;2003m04;Santa Maria Madalena;3304607;Interior;0
499;2003;2003m04;Trajano de Morais;3305901;Interior;0
500;2003;2003m04;Bom Jardim;3300506;Interior;0
501;2003;2003m04;Cachoeiras de Macacu;3300803;Interior;0
502;2003;2003m04;Mangaratiba;3302601;Interior;1
503;2003;2003m04;Angra dos Reis;3300100;Interior;1
504;2003;2003m04;Paraty;3303807;Interior;2
505;2003;2003m04;Rio Claro;3304409;Interior;0
506;2003;2003m05;Rio de Janeiro;3304557;Capital;15
507;2003;2003m05;Rio de Janeiro;3304557;Capital;4
508;2003;2003m05;Rio de Janeiro;3304557;Capital;13
509;2003;2003m05;Rio de Janeiro;3304557;Capital;14
510;2003;2003m05;Rio de Janeiro;3304557;Capital;1
511;2003;2003m05;Rio de Janeiro;3304557;Capital;9
512;2003;2003m05;Rio de Janeiro;3304557;Capital;7
513;2003;2003m05;Rio de Janeiro;3304557;Capital;4
514;2003;2003m05;Rio de Janeiro;3304557;Capital;0
515;2003;2003m05;Rio de Janeiro;3304557;Capital;17
516;2003;2003m05;Rio de Janeiro;3304557;Capital;3
517;2003;2003m05;Rio de Janeiro;3304557;Capital;26
518;2003;2003m05;Rio de Janeiro;3304557;Capital;5
519;2003;2003m05;Rio de Janeiro;3304557;Capital;8
520;2003;2003m05;Rio de Janeiro;3304557;Capital;12
521;2003;2003m05;Rio de Janeiro;3304557;Capital;9
522;2003;2003m05;Rio de Janeiro;3304557;Capital;9
523;2003;2003m05;Rio de Janeiro;3304557;Capital;14
524;2003;2003m05;Rio de Janeiro;3304557;Capital;19
525;2003;2003m05;Rio de Janeiro;3304557;Capital;5
526;2003;2003m05;Rio de Janeiro;3304557;Capital;10
527;2003;2003m05;Rio de Janeiro;3304557;Capital;0
528;2003;2003m05;Rio de Janeiro;3304557;Capital;11
529;2003;2003m05;Rio de Janeiro;3304557;Capital;6
530;2003;2003m05;Rio de Janeiro;3304557;Capital;18
531;2003;2003m05;Rio de Janeiro;3304557;Capital;11
532;2003;2003m05;Rio de Janeiro;3304557;Capital;0
533;2003;2003m05;Rio de Janeiro;3304557;Capital;14
534;2003;2003m05;Rio de Janeiro;3304557;Capital;12
535;2003;2003m05;Rio de Janeiro;3304557;Capital;12
536;2003;2003m05;Rio de Janeiro;3304557;Capital;16
537;2003;2003m05;Rio de Janeiro;3304557;Capital;13
538;2003;2003m05;Rio de Janeiro;3304557;Capital;14
539;2003;2003m05;Rio de Janeiro;3304557;Capital;11
540;2003;2003m05;Rio de Janeiro;3304557;Capital;11
541;2003;2003m05;Rio de Janeiro;3304557;Capital;6
542;2003;2003m05;Rio de Janeiro;3304557;Capital;17
543;2003;2003m05;Rio de Janeiro;3304557;Capital;0
544;2003;2003m05;Rio de Janeiro;3304557;Capital;13
545;2003;2003m05;Seropédica;3305554;Baixada Fluminense;1
546;2003;2003m05;Itaguaí;3302007;Baixada Fluminense;5
547;2003;2003m05;Paracambi;3303609;Baixada Fluminense;0
548;2003;2003m05;Nova Iguaçu;3303500;Baixada Fluminense;14
549;2003;2003m05;Mesquita;3302858;Baixada Fluminense;5
550;2003;2003m05;Belford Roxo;3300456;Baixada Fluminense;3
551;2003;2003m05;"Queimados;Japeri";9999981;Baixada Fluminense;1
552;2003;2003m05;Nova Iguaçu;3303500;Baixada Fluminense;8
553;2003;2003m05;Nilópolis;3303203;Baixada Fluminense;9
554;2003;2003m05;Nova Iguaçu;3303500;Baixada Fluminense;4
555;2003;2003m05;Duque de Caxias;3301702;Baixada Fluminense;25
556;2003;2003m05;Duque de Caxias;3301702;Baixada Fluminense;6
557;2003;2003m05;Duque de Caxias;3301702;Baixada Fluminense;1
558;2003;2003m05;Duque de Caxias;3301702;Baixada Fluminense;3
559;2003;2003m05;São João de Meriti;3305109;Baixada Fluminense;14
560;2003;2003m05;"Magé;Guapimirim";9999982;Baixada Fluminense;2
561;2003;2003m05;Magé;3302502;Baixada Fluminense;1
562;2003;2003m05;"Itaboraí;Tanguá";9999983;Interior;10
563;2003;2003m05;São Gonçalo;3304904;Grande Niterói;12
564;2003;2003m05;São Gonçalo;3304904;Grande Niterói;7
565;2003;2003m05;São Gonçalo;3304904;Grande Niterói;14
566;2003;2003m05;São Gonçalo;3304904;Grande Niterói;3
567;2003;2003m05;Niterói;3303302;Grande Niterói;33
568;2003;2003m05;Niterói;3303302;Grande Niterói;5
569;2003;2003m05;Niterói;3303302;Grande Niterói;10
570;2003;2003m05;Niterói;3303302;Grande Niterói;4
571;2003;2003m05;Niterói;3303302;Grande Niterói;3
572;2003;2003m05;Maricá;3302700;Grande Niterói;5
573;2003;2003m05;Barra do Pirai;3300308;Interior;0
574;2003;2003m05;Resende;3304201;Interior;10
575;2003;2003m05;Barra Mansa;3300407;Interior;5
576;2003;2003m05;Valença;3306107;Interior;0
577;2003;2003m05;Rio das Flores;3304508;Interior;0
578;2003;2003m05;Volta Redonda;3306305;Interior;13
579;2003;2003m05;"Piraí;Pinheiral";9999988;Interior;2
580;2003;2003m05;Vassouras;3306206;Interior;0
581;2003;2003m05;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
582;2003;2003m05;Mendes;3302809;Interior;0
583;2003;2003m05;Engenheiro Paulo de Frontin;3301801;Interior;0
584;2003;2003m05;Itatiaia;3302254;Interior;4
585;2003;2003m05;"Porto Real;Quatis";9999992;Interior;0
586;2003;2003m05;São José do Vale do Rio Preto;3305158;Interior;0
587;2003;2003m05;Petrópolis;3303906;Interior;2
588;2003;2003m05;Petrópolis;3303906;Interior;3
589;2003;2003m05;Paraíba do Sul;3303708;Interior;3
590;2003;2003m05;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;5
591;2003;2003m05;Sapucaia;3305406;Interior;0
592;2003;2003m05;Teresópolis;3305802;Interior;3
593;2003;2003m05;Sumidouro;3305703;Interior;0
594;2003;2003m05;Carmo;3301207;Interior;0
595;2003;2003m05;Araruama;3300209;Interior;4
596;2003;2003m05;Rio Bonito;3304300;Interior;0
597;2003;2003m05;Silva Jardim;3305604;Interior;0
598;2003;2003m05;Casimiro de Abreu;3301306;Interior;0
599;2003;2003m05;Conceição de Macabú;3301405;Interior;1
600;2003;2003m05;"Macaé;Quissamã;Carapebus";9999984;Interior;5
601;2003;2003m05;Saquarema;3305505;Interior;3
602;2003;2003m05;São Pedro da Aldeia;3305208;Interior;8
603;2003;2003m05;"Cabo Frio;Arraial do Cabo";9999985;Interior;4
604;2003;2003m05;Armação dos Búzios;3300233;Interior;5
605;2003;2003m05;Rio das Ostras;3304524;Interior;0
606;2003;2003m05;Iguaba Grande;3301876;Interior;0
607;2003;2003m05;Campos dos Goytacazes;3301009;Interior;12
608;2003;2003m05;Itaocara;3302106;Interior;0
609;2003;2003m05;"Santo Antônio de Pádua;Aperibé";9999993;Interior;2
610;2003;2003m05;Miracema;3303005;Interior;0
611;2003;2003m05;Laje do Muriaé;3302304;Interior;0
612;2003;2003m05;Porciúncula;3304102;Interior;0
613;2003;2003m05;"Natividade;Varre-Sai";9999997;Interior;0
614;2003;2003m05;São Fidélis;3304805;Interior;0
615;2003;2003m05;Cambuci;3300902;Interior;0
616;2003;2003m05;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;1
617;2003;2003m05;Bom Jesus de Itabapoana;3300605;Interior;0
618;2003;2003m05;São João da Barra;3305000;Interior;0
619;2003;2003m05;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;4
620;2003;2003m05;Nova Friburgo;3303401;Interior;6
621;2003;2003m05;Duas Barras;3301603;Interior;0
622;2003;2003m05;Cantagalo;3301108;Interior;0
623;2003;2003m05;"Cordeiro;Macuco";9999998;Interior;1
624;2003;2003m05;São Sebastião do Alto;3305307;Interior;0
625;2003;2003m05;Santa Maria Madalena;3304607;Interior;0
626;2003;2003m05;Trajano de Morais;3305901;Interior;0
627;2003;2003m05;Bom Jardim;3300506;Interior;0
628;2003;2003m05;Cachoeiras de Macacu;3300803;Interior;2
629;2003;2003m05;Mangaratiba;3302601;Interior;1
630;2003;2003m05;Angra dos Reis;3300100;Interior;3
631;2003;2003m05;Paraty;3303807;Interior;2
632;2003;2003m05;Rio Claro;3304409;Interior;0
633;2003;2003m06;Rio de Janeiro;3304557;Capital;8
634;2003;2003m06;Rio de Janeiro;3304557;Capital;4
635;2003;2003m06;Rio de Janeiro;3304557;Capital;13
636;2003;2003m06;Rio de Janeiro;3304557;Capital;11
637;2003;2003m06;Rio de Janeiro;3304557;Capital;1
638;2003;2003m06;Rio de Janeiro;3304557;Capital;7
639;2003;2003m06;Rio de Janeiro;3304557;Capital;10
640;2003;2003m06;Rio de Janeiro;3304557;Capital;2
641;2003;2003m06;Rio de Janeiro;3304557;Capital;4
642;2003;2003m06;Rio de Janeiro;3304557;Capital;13
643;2003;2003m06;Rio de Janeiro;3304557;Capital;5
644;2003;2003m06;Rio de Janeiro;3304557;Capital;16
645;2003;2003m06;Rio de Janeiro;3304557;Capital;7
646;2003;2003m06;Rio de Janeiro;3304557;Capital;6
647;2003;2003m06;Rio de Janeiro;3304557;Capital;10
648;2003;2003m06;Rio de Janeiro;3304557;Capital;9
649;2003;2003m06;Rio de Janeiro;3304557;Capital;16
650;2003;2003m06;Rio de Janeiro;3304557;Capital;19
651;2003;2003m06;Rio de Janeiro;3304557;Capital;16
652;2003;2003m06;Rio de Janeiro;3304557;Capital;11
653;2003;2003m06;Rio de Janeiro;3304557;Capital;6
654;2003;2003m06;Rio de Janeiro;3304557;Capital;0
655;2003;2003m06;Rio de Janeiro;3304557;Capital;22
656;2003;2003m06;Rio de Janeiro;3304557;Capital;16
657;2003;2003m06;Rio de Janeiro;3304557;Capital;12
658;2003;2003m06;Rio de Janeiro;3304557;Capital;11
659;2003;2003m06;Rio de Janeiro;3304557;Capital;0
660;2003;2003m06;Rio de Janeiro;3304557;Capital;14
661;2003;2003m06;Rio de Janeiro;3304557;Capital;10
662;2003;2003m06;Rio de Janeiro;3304557;Capital;12
663;2003;2003m06;Rio de Janeiro;3304557;Capital;22
664;2003;2003m06;Rio de Janeiro;3304557;Capital;13
665;2003;2003m06;Rio de Janeiro;3304557;Capital;14
666;2003;2003m06;Rio de Janeiro;3304557;Capital;12
667;2003;2003m06;Rio de Janeiro;3304557;Capital;6
668;2003;2003m06;Rio de Janeiro;3304557;Capital;7
669;2003;2003m06;Rio de Janeiro;3304557;Capital;8
670;2003;2003m06;Rio de Janeiro;3304557;Capital;0
671;2003;2003m06;Rio de Janeiro;3304557;Capital;5
672;2003;2003m06;Seropédica;3305554;Baixada Fluminense;0
673;2003;2003m06;Itaguaí;3302007;Baixada Fluminense;2
674;2003;2003m06;Paracambi;3303609;Baixada Fluminense;0
675;2003;2003m06;Nova Iguaçu;3303500;Baixada Fluminense;11
676;2003;2003m06;Mesquita;3302858;Baixada Fluminense;4
677;2003;2003m06;Belford Roxo;3300456;Baixada Fluminense;7
678;2003;2003m06;"Queimados;Japeri";9999981;Baixada Fluminense;1
679;2003;2003m06;Nova Iguaçu;3303500;Baixada Fluminense;8
680;2003;2003m06;Nilópolis;3303203;Baixada Fluminense;9
681;2003;2003m06;Nova Iguaçu;3303500;Baixada Fluminense;4
682;2003;2003m06;Duque de Caxias;3301702;Baixada Fluminense;19
683;2003;2003m06;Duque de Caxias;3301702;Baixada Fluminense;7
684;2003;2003m06;Duque de Caxias;3301702;Baixada Fluminense;0
685;2003;2003m06;Duque de Caxias;3301702;Baixada Fluminense;1
686;2003;2003m06;São João de Meriti;3305109;Baixada Fluminense;14
687;2003;2003m06;"Magé;Guapimirim";9999982;Baixada Fluminense;0
688;2003;2003m06;Magé;3302502;Baixada Fluminense;1
689;2003;2003m06;"Itaboraí;Tanguá";9999983;Interior;4
690;2003;2003m06;São Gonçalo;3304904;Grande Niterói;0
691;2003;2003m06;São Gonçalo;3304904;Grande Niterói;6
692;2003;2003m06;São Gonçalo;3304904;Grande Niterói;6
693;2003;2003m06;São Gonçalo;3304904;Grande Niterói;4
694;2003;2003m06;Niterói;3303302;Grande Niterói;20
695;2003;2003m06;Niterói;3303302;Grande Niterói;8
696;2003;2003m06;Niterói;3303302;Grande Niterói;7
697;2003;2003m06;Niterói;3303302;Grande Niterói;1
698;2003;2003m06;Niterói;3303302;Grande Niterói;7
699;2003;2003m06;Maricá;3302700;Grande Niterói;2
700;2003;2003m06;Barra do Pirai;3300308;Interior;3
701;2003;2003m06;Resende;3304201;Interior;14
702;2003;2003m06;Barra Mansa;3300407;Interior;7
703;2003;2003m06;Valença;3306107;Interior;0
704;2003;2003m06;Rio das Flores;3304508;Interior;0
705;2003;2003m06;Volta Redonda;3306305;Interior;11
706;2003;2003m06;"Piraí;Pinheiral";9999988;Interior;3
707;2003;2003m06;Vassouras;3306206;Interior;0
708;2003;2003m06;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
709;2003;2003m06;Mendes;3302809;Interior;0
710;2003;2003m06;Engenheiro Paulo de Frontin;3301801;Interior;0
711;2003;2003m06;Itatiaia;3302254;Interior;2
712;2003;2003m06;"Porto Real;Quatis";9999992;Interior;1
713;2003;2003m06;São José do Vale do Rio Preto;3305158;Interior;1
714;2003;2003m06;Petrópolis;3303906;Interior;3
715;2003;2003m06;Petrópolis;3303906;Interior;2
716;2003;2003m06;Paraíba do Sul;3303708;Interior;1
717;2003;2003m06;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;3
718;2003;2003m06;Sapucaia;3305406;Interior;0
719;2003;2003m06;Teresópolis;3305802;Interior;4
720;2003;2003m06;Sumidouro;3305703;Interior;0
721;2003;2003m06;Carmo;3301207;Interior;0
722;2003;2003m06;Araruama;3300209;Interior;3
723;2003;2003m06;Rio Bonito;3304300;Interior;0
724;2003;2003m06;Silva Jardim;3305604;Interior;0
725;2003;2003m06;Casimiro de Abreu;3301306;Interior;0
726;2003;2003m06;Conceição de Macabú;3301405;Interior;1
727;2003;2003m06;"Macaé;Quissamã;Carapebus";9999984;Interior;6
728;2003;2003m06;Saquarema;3305505;Interior;6
729;2003;2003m06;São Pedro da Aldeia;3305208;Interior;3
730;2003;2003m06;"Cabo Frio;Arraial do Cabo";9999985;Interior;6
731;2003;2003m06;Armação dos Búzios;3300233;Interior;1
732;2003;2003m06;Rio das Ostras;3304524;Interior;0
733;2003;2003m06;Iguaba Grande;3301876;Interior;1
734;2003;2003m06;Campos dos Goytacazes;3301009;Interior;8
735;2003;2003m06;Itaocara;3302106;Interior;0
736;2003;2003m06;"Santo Antônio de Pádua;Aperibé";9999993;Interior;1
737;2003;2003m06;Miracema;3303005;Interior;0
738;2003;2003m06;Laje do Muriaé;3302304;Interior;0
739;2003;2003m06;Porciúncula;3304102;Interior;0
740;2003;2003m06;"Natividade;Varre-Sai";9999997;Interior;0
741;2003;2003m06;São Fidélis;3304805;Interior;0
742;2003;2003m06;Cambuci;3300902;Interior;0
743;2003;2003m06;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;1
744;2003;2003m06;Bom Jesus de Itabapoana;3300605;Interior;0
745;2003;2003m06;São João da Barra;3305000;Interior;0
746;2003;2003m06;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;3
747;2003;2003m06;Nova Friburgo;3303401;Interior;5
748;2003;2003m06;Duas Barras;3301603;Interior;0
749;2003;2003m06;Cantagalo;3301108;Interior;0
750;2003;2003m06;"Cordeiro;Macuco";9999998;Interior;0
751;2003;2003m06;São Sebastião do Alto;3305307;Interior;0
752;2003;2003m06;Santa Maria Madalena;3304607;Interior;0
753;2003;2003m06;Trajano de Morais;3305901;Interior;0
754;2003;2003m06;Bom Jardim;3300506;Interior;0
755;2003;2003m06;Cachoeiras de Macacu;3300803;Interior;1
756;2003;2003m06;Mangaratiba;3302601;Interior;0
757;2003;2003m06;Angra dos Reis;3300100;Interior;5
758;2003;2003m06;Paraty;3303807;Interior;6
759;2003;2003m06;Rio Claro;3304409;Interior;0
760;2003;2003m07;Rio de Janeiro;3304557;Capital;13
761;2003;2003m07;Rio de Janeiro;3304557;Capital;8
762;2003;2003m07;Rio de Janeiro;3304557;Capital;17
763;2003;2003m07;Rio de Janeiro;3304557;Capital;12
764;2003;2003m07;Rio de Janeiro;3304557;Capital;1
765;2003;2003m07;Rio de Janeiro;3304557;Capital;2
766;2003;2003m07;Rio de Janeiro;3304557;Capital;7
767;2003;2003m07;Rio de Janeiro;3304557;Capital;5
768;2003;2003m07;Rio de Janeiro;3304557;Capital;5
769;2003;2003m07;Rio de Janeiro;3304557;Capital;7
770;2003;2003m07;Rio de Janeiro;3304557;Capital;0
771;2003;2003m07;Rio de Janeiro;3304557;Capital;9
772;2003;2003m07;Rio de Janeiro;3304557;Capital;9
773;2003;2003m07;Rio de Janeiro;3304557;Capital;11
774;2003;2003m07;Rio de Janeiro;3304557;Capital;12
775;2003;2003m07;Rio de Janeiro;3304557;Capital;6
776;2003;2003m07;Rio de Janeiro;3304557;Capital;18
777;2003;2003m07;Rio de Janeiro;3304557;Capital;15
778;2003;2003m07;Rio de Janeiro;3304557;Capital;11
779;2003;2003m07;Rio de Janeiro;3304557;Capital;12
780;2003;2003m07;Rio de Janeiro;3304557;Capital;5
781;2003;2003m07;Rio de Janeiro;3304557;Capital;0
782;2003;2003m07;Rio de Janeiro;3304557;Capital;11
783;2003;2003m07;Rio de Janeiro;3304557;Capital;10
784;2003;2003m07;Rio de Janeiro;3304557;Capital;13
785;2003;2003m07;Rio de Janeiro;3304557;Capital;10
786;2003;2003m07;Rio de Janeiro;3304557;Capital;1
787;2003;2003m07;Rio de Janeiro;3304557;Capital;15
788;2003;2003m07;Rio de Janeiro;3304557;Capital;7
789;2003;2003m07;Rio de Janeiro;3304557;Capital;8
790;2003;2003m07;Rio de Janeiro;3304557;Capital;11
791;2003;2003m07;Rio de Janeiro;3304557;Capital;7
792;2003;2003m07;Rio de Janeiro;3304557;Capital;13
793;2003;2003m07;Rio de Janeiro;3304557;Capital;13
794;2003;2003m07;Rio de Janeiro;3304557;Capital;11
795;2003;2003m07;Rio de Janeiro;3304557;Capital;5
796;2003;2003m07;Rio de Janeiro;3304557;Capital;16
797;2003;2003m07;Rio de Janeiro;3304557;Capital;0
798;2003;2003m07;Rio de Janeiro;3304557;Capital;7
799;2003;2003m07;Seropédica;3305554;Baixada Fluminense;1
800;2003;2003m07;Itaguaí;3302007;Baixada Fluminense;3
801;2003;2003m07;Paracambi;3303609;Baixada Fluminense;0
802;2003;2003m07;Nova Iguaçu;3303500;Baixada Fluminense;16
803;2003;2003m07;Mesquita;3302858;Baixada Fluminense;10
804;2003;2003m07;Belford Roxo;3300456;Baixada Fluminense;13
805;2003;2003m07;"Queimados;Japeri";9999981;Baixada Fluminense;5
806;2003;2003m07;Nova Iguaçu;3303500;Baixada Fluminense;1
807;2003;2003m07;Nilópolis;3303203;Baixada Fluminense;8
808;2003;2003m07;Nova Iguaçu;3303500;Baixada Fluminense;8
809;2003;2003m07;Duque de Caxias;3301702;Baixada Fluminense;25
810;2003;2003m07;Duque de Caxias;3301702;Baixada Fluminense;6
811;2003;2003m07;Duque de Caxias;3301702;Baixada Fluminense;2
812;2003;2003m07;Duque de Caxias;3301702;Baixada Fluminense;9
813;2003;2003m07;São João de Meriti;3305109;Baixada Fluminense;15
814;2003;2003m07;"Magé;Guapimirim";9999982;Baixada Fluminense;6
815;2003;2003m07;Magé;3302502;Baixada Fluminense;4
816;2003;2003m07;"Itaboraí;Tanguá";9999983;Interior;9
817;2003;2003m07;São Gonçalo;3304904;Grande Niterói;24
818;2003;2003m07;São Gonçalo;3304904;Grande Niterói;9
819;2003;2003m07;São Gonçalo;3304904;Grande Niterói;18
820;2003;2003m07;São Gonçalo;3304904;Grande Niterói;9
821;2003;2003m07;Niterói;3303302;Grande Niterói;31
822;2003;2003m07;Niterói;3303302;Grande Niterói;12
823;2003;2003m07;Niterói;3303302;Grande Niterói;11
824;2003;2003m07;Niterói;3303302;Grande Niterói;2
825;2003;2003m07;Niterói;3303302;Grande Niterói;6
826;2003;2003m07;Maricá;3302700;Grande Niterói;4
827;2003;2003m07;Barra do Pirai;3300308;Interior;2
828;2003;2003m07;Resende;3304201;Interior;18
829;2003;2003m07;Barra Mansa;3300407;Interior;8
830;2003;2003m07;Valença;3306107;Interior;0
831;2003;2003m07;Rio das Flores;3304508;Interior;0
832;2003;2003m07;Volta Redonda;3306305;Interior;8
833;2003;2003m07;"Piraí;Pinheiral";9999988;Interior;1
834;2003;2003m07;Vassouras;3306206;Interior;0
835;2003;2003m07;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
836;2003;2003m07;Mendes;3302809;Interior;1
837;2003;2003m07;Engenheiro Paulo de Frontin;3301801;Interior;0
838;2003;2003m07;Itatiaia;3302254;Interior;6
839;2003;2003m07;"Porto Real;Quatis";9999992;Interior;0
840;2003;2003m07;São José do Vale do Rio Preto;3305158;Interior;0
841;2003;2003m07;Petrópolis;3303906;Interior;6
